ticker,year,product,volume,production,hedge_ratio
SWN,2003,Natural Gas,88.61111111111111,104.11,0.8511296812132467
SWN,2003,Oil,0.6575342465753424,1.455,0.45191357152944495
SWN,2004,Natural Gas,99.72222222222221,138.1,0.7221015367286185
SWN,2004,Oil,1.167123287671233,1.693,0.6893817410934631
SWN,2005,Natural Gas,137.2222222222222,155.62,0.8817775493010037
SWN,2005,Oil,0.9863013698630138,1.93,0.5110369792036341
SWN,2006,Natural Gas,143.88888888888889,186.56,0.7712740613684009
SWN,2006,Oil,0.3287671232876712,1.91,0.1721293839202467
SWN,2007,Natural Gas,193.88888888888889,301.01,0.6441277329287695
SWN,2008,Natural Gas,288.05555555555554,526.75,0.5468544006749987
SWN,2009,Natural Gas,378.6111111111111,821.096,0.4611045615995098
SWN,2010,Natural Gas,183.33333333333331,1105.753,0.16579953509810358
SWN,2011,Natural Gas,365.0,1368.21,0.26677191366822345
SWN,2012,Natural Gas,755.8333333333334,1542.0,0.49016428880242113
SWN,2013,Natural Gas,515.5555555555555,1797.0,0.2868979162802201
SWN,2014,Natural Gas,1061.9444444444443,2098.630137,0.5060179141249244
SWN,2015,Natural Gas,1222.2222222222222,2463.0136989999996,0.49623037935942166
SWN,2017,Natural Gas,1794.4444444444446,2183.5616440000003,0.8217970165281234
